Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes,Ligero/Poderoso,Débil/Ácido,Amable/Con Burbujas,Taste_Notes_1_1,Taste_Notes_1_2,Taste_Notes_1_3,Taste_Notes_2_1,Taste_Notes_2_2,Taste_Notes_2_3,Taste_Notes_3_1,Taste_Notes_3_2,Taste_Notes_3_3
https://www.vivino.com/ES/es/fr-simonnet-febvre-cremant-de-bourgogne-cuvee-s-brut/w/3967508,3967508,Crémant de Bourgogne Cuvée S Brut,2018,Francia,Crémant de Bourgogne,Simonnet-Febvre,Vino espumoso,"Chardonnay, Pinot Noir",20,3.7,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.6,5.6,6.0,menta,pomelo,mora,cítrico,limón,pomelo,fresa madura,crema,queso
https://www.vivino.com/ES/es/louis-loron-cremant-de-bourgogne-blanc-tradition/w/4919479,4919479,Crémant de Bourgogne Blanc TraditionN.V.,No disponible,Francia,Crémant de Bourgogne,Louis Loron,Vino espumoso,"Chardonnay, Pinot Noir",20,4.0,No disponible,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.4,5.2,6.5,crema,polvo de vainilla,polvo de vainilla,tabaco dulce,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/marcio-lopes-pequenos-rebentos-ancestral-loureiro-pet-nat/w/6700139,6700139,Pequenos Rebentos Ancestral Loureiro Pet Nat,2022,Portugal,Douro,Márcio Lopes,Vino espumoso,Loureiro,20,4.1,No disponible,"Marisco, Aperitivos y tentempiés, Aperitivo",4.0,7.3,5.9,piedra,menta,menta,cítrico,pomelo,limón,piedra,tomillo,polvo de vainilla
https://www.vivino.com/ES/es/mestres-coquet-gran-reserva-brut-nature/w/4311421,4311421,Coquet Gran Reserva Brut Nature,2019,España,Cava,Mestres,Vino espumoso,"Macabeo, Xarel-lo, Parellada",15.87,3.9,2,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.2,5.5,6.0,pimienta verde,menta,No disponible,fresa madura,crema,uva pasa,roble,tostada,almizcle
https://www.vivino.com/ES/es/cipriani-bellini-cipriani/w/5794981,5794981,Bellini N.V.,No disponible,Italia,Vino d'Italia,Cipriani,Vino espumoso,No disponible,20,4.2,5,"Aperitivos y tentempiés, Aperitivo",2.9,4.0,5.4,pomelo,solución salina,polvo de vainilla,hongo,granada,uva pasa,naranja,cítrico,pomelo
https://www.vivino.com/ES/es/soligo-solicum-rive-di-soligo-millesimato-valdobbiadene-prosecco-superiore-dry-conegliano-valdobbiadene-prosecco-superiore-sparkling/w/11816760,11816760,Solicum Rive di  Millesimato Valdobbiadene Prosecco Superiore Dry,2023,Italia,Conegliano-Valdobbiadene Prosecco Superiore,Soligo,Vino espumoso,Glera,20,4.1,11,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",3.5,4.3,4.7,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/maeli-dili-moscato-giallo-frizzante/w/6364694,6364694,Dilì Moscato Giallo Frizzante,2020,Italia,Véneto,Maeli,Vino espumoso,Moscato Giallo,19.96,3.6,No disponible,"Aperitivos y tentempiés, Aperitivo",4.1,4.6,6.0,pomelo,cítrico,limón,menta,pimienta verde,No disponible,minerales,minerales,jengibre
https://www.vivino.com/ES/es/naveran-cava-perles-roses-pinot-noir-millesime/w/1178951,1178951,Cava Perles Rosés Pinot Noir Millesime,2022,España,Cava,Naveran,Vino espumoso,Pinot Noir,19.96,4.2,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",3.7,5.5,6.2,arándano rojo,cereza roja,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/codorniu-ars-collecta-gran-reserva-blanc-de-noirs/w/7254661,7254661,Ars Collecta Gran Reserva Blanc de Noirs,2019,España,Cava,Codorníu,Vino espumoso,"Xarel-lo, Trepat, Pinot Noir",19.95,3.9,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",3.9,5.9,5.2,cítrico,limón,pomelo,minerales,minerales,solución salina,menta,pimienta verde,No disponible
https://www.vivino.com/ES/es/nuria-renom-la-maca-beu/w/6074141,6074141,La Maca Beu,2023,España,Cataluña,Nuria Renom,Vino espumoso,"Moscatel, Macabeo",19.95,4.1,10,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.4,4.5,5.4,cítrico,pomelo,limón,menta,piedra,piedra,piedra,hibisco,polvo de vainilla
https://www.vivino.com/ES/es/dominio-de-la-vega-cava-reserva-especial-brut/w/1454604,1454604,Cava Reserva Especial Brut,2019,España,Cava,Dominio de la Vega,Vino espumoso,"Chardonnay, Macabeo",19.95,4.0,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.3,5.2,6.0,menta,piedra,pomelo,roble,almendra,tostada,cítrico,limón,limón
https://www.vivino.com/ES/es/codorniu-ars-collecta-reserva-grand-rose-cava-sparkling/w/11103035,11103035,Ars Collecta Reserva Grand Rosé,2020,España,Cava,Codorníu,Vino espumoso,"Pinot Noir, Xarel-lo, Trepat",19.95,3.8,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",3.7,5.0,5.7,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/codorniu-ars-collecta-gran-reserva-grand-rose/w/7249676,7249676,Ars Collecta Gran Reserva Grand Rosé,2021,España,Cava,Codorníu,Vino espumoso,"Pinot Noir, Xarel-lo",19.87,4.0,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.4,5.1,5.7,fresa,frambuesa,frutos rojos,cítrico,limón,pomelo,menta,pomelo,piedra
https://www.vivino.com/ES/es/maria-rigol-ordi-cava-gran-reserva/w/2472462,2472462,Cava Gran Reserva,2016,España,Cava,Maria Rigol Ordi,Vino espumoso,"Parellada, Macabeo, Xarel-lo",19.95,4.0,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.2,4.9,6.1,menta,carne asada,No disponible,minerales,humo,minerales,almendra,roble,sal
https://www.vivino.com/ES/es/codorniu-ars-collecta-gran-reserva-blanc-de-blancs/w/7193854,7193854,Ars Collecta Gran Reserva Blanc de Blancs,2021,España,Cava,Codorníu,Vino espumoso,"Chardonnay, Xarel-lo, Parellada",19.87,3.9,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.1,5.4,5.6,menta,piedra,pomelo,cítrico,limón,limón,crema,fresa madura,polvo de vainilla
https://www.vivino.com/ES/es/raventos-i-blanc-de-nit-comunidad-autnoma-de-catalua/w/1610937,1610937,De Nit,2022,España,Cataluña,Raventós i Blanc,Vino espumoso,Macabeo,17.50,4.0,9,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.8,5.2,5.9,fresa,frambuesa,frutos rojos,cítrico,pomelo,limón,menta,pomelo,mora
https://www.vivino.com/ES/es/quartomoro-z-frizzante-sui-lieviti/w/2592755,2592755,Z Frizzante Sui LievitiN.V.,No disponible,Italia,Cerdeña,Quartomoro,Vino espumoso,"Vermentino, Malvasia",19.93,3.8,12,"Aperitivos y tentempiés, Aperitivo",3.8,5.0,6.1,sal,solución salina,polvo de vainilla,menta,tabaco dulce,polvo de vainilla,limón,pimienta blanca,polvo de vainilla
https://www.vivino.com/ES/es/sassopra-winery-mosso/w/11938095,11938095,Mosso,2023,Italia,Lazio,Sassopra Winery,Vino espumoso,"Trebbiano, Malvasia di Candia Aromatica",19.92,No disponible,5,"Aperitivos y tentempiés, Aperitivo",2.6,4.5,4.0,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/costadila-threehundredthirty-slm/w/1604992,1604992,330 SlmN.V.,No disponible,Italia,Colli Trevigiani,Costadilà,Vino espumoso,No disponible,19.92,3.8,5,"Aperitivos y tentempiés, Aperitivo",2.7,6.2,6.2,cítrico,limón,naranja,menta,pomelo,piedra,fresa madura,mora,crema
https://www.vivino.com/ES/es/celler-sanroma-escumos-metode-ancestral-blanc/w/9082382,9082382,Escumós Mètode Ancestral Blanc,2022,España,Tarragona,Celler Sanromà,Vino espumoso,Parellada,19.90,3.9,No disponible,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",2.5,4.6,6.5,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/salentein-cuvee-exceptionnelle-blanc-de-blancs-brut/w/9104987,9104987,Cuvée Exceptionnelle Blanc de Blancs Brut,2022,Argentina,Valle de Uco,Salentein,Vino espumoso,Chardonnay,19.90,3.9,5,"Marisco, La comida basura vale, Aperitivos y tentempiés, Pescado blanco, Aperitivo",2.4,7.5,5.5,pimienta verde,pomelo,polvo de vainilla,cítrico,cítrico,polvo de vainilla,tostada,almendra,nuez moscada
https://www.vivino.com/ES/es/fr-simonnet-febvre-cremant-de-bourgogne-brut-rose/w/1117192,1117192,Crémant de Bourgogne Brut RoséN.V.,No disponible,Francia,Crémant de Bourgogne,Simonnet-Febvre,Vino espumoso,No disponible,19.90,3.8,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.7,5.4,6.1,fresa,frambuesa,arándano,minerales,minerales,piedra,crema,fresa madura,fresa madura
https://www.vivino.com/ES/es/heinrich-oh-when-the-saints-petnat-burgenland/w/10706595,10706595,Oh When The Saints Petnat,2023,Austria,Burgenland,Heinrich,Vino espumoso,St. Laurent,19.90,3.9,11,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.8,8.0,4.1,piedra,menta,pomelo,cítrico,limón,limón,crema,fresa madura,polvo de vainilla
https://www.vivino.com/ES/es/ca-d-gal-lumine-moscato-d-asti/w/1256527,1256527,Lumine Moscato d'Asti,2024,Italia,Moscato d'Asti,Ca' d'Gal,Vino espumoso,Moscato Bianco,19.90,4.0,5,"Postres de frutas, Aperitivo",2.9,3.2,0.0,piedra,menta,pomelo,minerales,minerales,piedra,limón,cítrico,naranja
https://www.vivino.com/ES/es/fichet-saya/w/10737014,10737014,Saya,2023,Francia,Mâcon,Domaine Fichet,Vino espumoso,Gamay,19.90,No disponible,5,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.2,5.2,5.2,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/maculan-brut-tre-volti/w/3053159,3053159,Brut Tre VoltiN.V.,No disponible,Italia,Breganze,Maculan,Vino espumoso,No disponible,19.86,3.4,12,"Aperitivos y tentempiés, Aperitivo",3.6,4.9,5.6,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/fabio-de-beaumont-la-baronessa/w/9797391,9797391,La Baronessa,2023,Italia,Campania,Fabio de Beaumont,Vino espumoso,Fiano,19.44,3.8,No disponible,"Aperitivos y tentempiés, Aperitivo",4.0,4.0,6.5,naranja,cítrico,polvo de vainilla,crema,polvo de vainilla,polvo de vainilla,minerales,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/valdo-elevantum-valdobbiadene-superiore-di-cartizze-conegliano-valdobbiadene-prosecco-superiore/w/1146959,1146959,Elevantum bbiadene Superiore di CartizzeN.V.,No disponible,Italia,Conegliano-Valdobbiadene Prosecco Superiore,Valdo,Vino espumoso,Glera,19.80,3.9,11,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",2.6,5.6,6.3,menta,piedra,pomelo,queso,crema,polvo de vainilla,cítrico,limón,No disponible
https://www.vivino.com/ES/es/valdo-numero-10-valdobbiadene-prosecco-superiore-metodo-classico-vintage-brut/w/1202526,1202526,Numero 10 bbiadene Prosecco Superiore Metodo Classico Vintage Brut,2022,Italia,Conegliano-Valdobbiadene Prosecco Superiore,Valdo,Vino espumoso,Glera,19.80,3.8,5,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",2.9,5.6,6.0,pimienta verde,pomelo,polvo de vainilla,cítrico,limón,piedra,fresa madura,crema,crema
https://www.vivino.com/ES/es/celler-kripta-iconic-gran-reserva/w/12401390,12401390,Icònic Gran Reserva,2018,España,Cava,Celler Kripta,Vino espumoso,"Parellada, Macabeo, Xarel-lo",19.10,4.0,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.5,4.8,4.6,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/quarticello-neromaestri/w/3075664,3075664,Neromaestri,2022,Italia,Emilia-Romagna,Quarticello,Vino espumoso,Lambrusco,19.78,3.6,12,"Queso curado, Carne adobada",4.5,4.0,7.4,terroso,cuero,humo,arándano,zarzamora,cereza,cereza roja,frambuesa,polvo de vainilla
https://www.vivino.com/ES/es/bertha-cava-cardus-gran-reserva-brut-nature/w/3031673,3031673,Cava Cardús Gran Reserva Brut Nature,No disponible,España,Cava,Bertha,Vino espumoso,Macabeo,19.35,4.0,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.9,4.6,5.2,fresa madura,crema,crema,roble,tostada,almendra,limón,cítrico,limón
https://www.vivino.com/ES/es/bodega-clandestina-ancestral-confiscat/w/7834638,7834638,Ancestral Confiscat,2021,España,Cataluña,Bodega Clandestina,Vino espumoso,Xarel-lo,19.75,3.9,No disponible,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.2,4.2,6.0,menta,pimienta verde,No disponible,fresa madura,banana,uva,cítrico,pomelo,limón
https://www.vivino.com/ES/es/contarini-prosecco-treviso-extra-dry/w/1572918,1572918,Prosecco Treviso Extra DryN.V.,No disponible,Italia,Prosecco di Treviso,Contarini,Vino espumoso,Glera,19.75,3.6,11,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",1.7,6.2,6.3,cítrico,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/sorelle-bronca-valdobbiadene-prosecco-superiore-brut/w/1182422,1182422,Valdobbiadene Prosecco Superiore BrutN.V.,No disponible,Italia,Conegliano-Valdobbiadene Prosecco,Sorelle Bronca,Vino espumoso,No disponible,19.75,3.6,11,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",1.6,6.1,6.2,pimienta verde,pomelo,polvo de vainilla,cítrico,limón,limón,crema,fresa madura,banana
https://www.vivino.com/ES/es/julia-bernet-corpinnat-feixes-de-la-font-brut-nature/w/12259883,12259883,Corpinnat Feixes de la Font Brut Nature,2021,España,Cataluña,Julia Bernet,Vino espumoso,Xarel-lo,19.70,4.1,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.0,4.9,4.6,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/familia-schroeder-deseado/w/2615,2615,DeseadoN.V.,No disponible,Argentina,Patagonia,Familia Schroeder,Vino espumoso,No disponible,19.70,3.9,8,No disponible,No disponible,No disponible,No disponible,pomelo,piedra,tabaco,tomillo,hongo,almizcle,cítrico,naranja,pomelo
https://www.vivino.com/ES/es/torello-brut-nature-gran-reserva/w/1182204,1182204,Brut Nature Gran Reserva,2018,España,Cava,Torelló,Vino espumoso,"Parellada, Macabeo, Xarel-lo",19.70,3.8,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.2,5.3,6.1,menta,piedra,menta,roble,tostada,tabaco,cítrico,limón,pomelo
https://www.vivino.com/ES/es/les-freres-moine-pan/w/9743043,9743043,Pan!N.V.,No disponible,Francia,Vin de France.,Les Frères Moine,Vino espumoso,Chenin Blanc,19.70,No disponible,5,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.6,3.6,4.3,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/bisi-ultrapadum/w/2873515,2873515,Ultrapadum,2021,Italia,Oltrepò Pavese,Azienda Agricola Bisi,Vino espumoso,"Barbera, Croatina",19.70,3.7,5,"Aperitivos y tentempiés, Aperitivo",4.0,4.0,6.5,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/casanovas-cava-brut-nature/w/1480632,1480632,Cava Brut Nature,2020,España,Cava,Casanovas,Vino espumoso,"Macabeo, Xarel-lo, Parellada",19.66,3.8,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",3.4,4.6,5.3,menta,piedra,polvo de vainilla,cítrico,polvo de vainilla,polvo de vainilla,fresa madura,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/fr-patriarche-pere-fils-cremant-de-bourgogne-brut/w/1183274,1183274,Crémant de Bourgogne BrutN.V.,No disponible,Francia,Crémant de Bourgogne,Patriarche Père & Fils,Vino espumoso,No disponible,19.66,3.7,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.7,5.0,6.2,menta,pimienta verde,No disponible,crema,fresa madura,queso,limón,cítrico,pomelo
https://www.vivino.com/ES/es/poggio-84947-lusarein/w/1812881,1812881,Lüsarein,2023,Italia,Colli Tortonesi,Poggio,Vino espumoso,Timorasso,19.66,3.6,No disponible,"Aperitivos y tentempiés, Aperitivo",2.9,5.0,7.2,minerales,pétalo de rosa,polvo de vainilla,clavo de olor,polvo de vainilla,polvo de vainilla,tostada,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/ca-d-gal-asti/w/1276065,1276065,Asti,2022,Italia,Asti,Ca' d'Gal,Vino espumoso,Moscato Bianco,19.65,3.8,7,"Postres dulces, Postres de frutas, Aperitivo",0.2,1.9,2.9,pomelo,tabaco dulce,No disponible,limón,cítrico,pomelo,queso,crema,fresa madura
https://www.vivino.com/ES/es/ceci-to-you-a-te-bolle-di-lambrusco-rosso/w/2036766,2036766,To You (a te) Bolle di Lambrusco RossoN.V.,No disponible,Italia,Emilia-Romagna,Ceci,Vino espumoso,No disponible,19.65,3.9,11,"Queso curado, Carne adobada",4.0,4.0,7.8,cereza roja, ,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/zucchi-lambrusco-di-sorbara-brut-rose/w/10201350,10201350,Lambrusco di Sorbara Brut Rosè,2023,Italia,Lambrusco di Sorbara,Zucchi,Vino espumoso,Lambrusco,19.60,3.8,5,"Queso curado, Carne adobada",4.0,5.2,7.8,fresa,cereza roja,polvo de vainilla,cítrico,polvo de vainilla,polvo de vainilla,minerales,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/masottina-r-d-o-brut/w/10291268,10291268,R.D.O. Brut,2023,Italia,Conegliano-Valdobbiadene Prosecco Superiore,Masottina,Vino espumoso,Glera,19.60,4.1,5,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",2.7,5.9,5.7,sílex,solución salina,polvo de vainilla,menta,piedra,polvo de vainilla,limón,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/chartron-et-trebuchet-cremant-de-bourgogne-pinot-noir-rose-brut/w/8056925,8056925,Crémant de Bourgogne Pinot Noir Rosé Brut,2022,Francia,Crémant de Bourgogne,Chartron et Trébuchet,Vino espumoso,Pinot Noir,19.60,4.1,5,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.6,4.9,5.6,fresa,arándano rojo,tofi,limón,pomelo,limón,crema,fresa madura,queso
https://www.vivino.com/ES/es/juve-camps-cava-gran-reserva-brut-nature-reserva-de-la-familia/w/1136856,1136856,Cava Gran Reserva Brut Nature Reserva de la Familia,No disponible,España,Cava,Juvé & Camps,Vino espumoso,"Macabeo, Xarel-lo, Parellada",18.20,3.9,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.1,5.4,6.0,menta,piedra,menta,cítrico,limón,pomelo,tostada,roble,almendra
https://www.vivino.com/ES/es/fr-chateau-de-fesles-cremant-de-loire-la-soriniere-brut/w/12805647,12805647,Crémant de Loire La Sorinière Brut,2020,Francia,Crémant de Loire,Château de Fesles,Vino espumoso,Chenin Blanc,19.60,No disponible,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.2,5.2,6.5,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/chartron-et-trebuchet-cremant-de-bourgogne-extra-brut-cremant-de-bourgogne/w/10034841,10034841,Crémant de Bourgogne Extra Brut,2020,Francia,Crémant de Bourgogne,Chartron et Trébuchet,Vino espumoso,Chardonnay,19.60,3.8,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.3,4.9,5.5,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/gianni-doglia-casa-di-bianca-moscato-d-asti/w/2728962,2728962,Casa di Bianca Moscato d'Asti,2023,Italia,Moscato d'Asti,Gianni Doglia,Vino espumoso,Moscato Bianco,19.55,4.1,5,"Postres de frutas, Aperitivo",4.1,4.1,2.6,pomelo,tabaco dulce,No disponible,limón,naranja,polvo de vainilla,piedra,almizcle,polvo de vainilla
https://www.vivino.com/ES/es/titiana-brut-rose/w/1236714,1236714,Brut Rosé,2017,España,Cava,Titiana,Vino espumoso,Pinot Noir,19.50,3.8,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",3.7,5.1,6.2,fresa,cereza,frambuesa,pomelo,naranja,nuez negra,pomelo,menta,sal
https://www.vivino.com/ES/es/robert-bernard-plageoles-mauzac-nature/w/1195505,1195505,Mauzac Nature,2022,Francia,Gaillac,Robert & Bernard Plageoles,Vino espumoso,Mauzac Blanc,19.50,3.9,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.1,5.2,5.6,menta,piedra,menta,cítrico,limón,limón,fresa madura,crema,mora
https://www.vivino.com/ES/es/ceretto-moscato-d-asti/w/6445149,6445149,Moscato d'Asti,2024,Italia,Moscato d'Asti,Ceretto,Vino espumoso,Moscato,19.46,4.3,5,"Postres de frutas, Aperitivo",2.5,3.0,0.0,pomelo,piedra,banana,algodón de azúcar,ajedrea,polvo de vainilla,cítrico,limón,limón
https://www.vivino.com/ES/es/cesarini-sforza-brut/w/1216411,1216411,BrutN.V.,No disponible,Italia,Trentino,Cesarini Sforza,Vino espumoso,No disponible,19.40,3.6,5,"Marisco, La comida basura vale, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.7,5.7,5.6,limón,pomelo,cítrico,menta,piedra,menta,minerales,piedra,sílex
https://www.vivino.com/ES/es/nicosia-sosta-tre-santi-carricante-metodo-classico-brut/w/2458044,2458044,Sosta Tre Santi Carricante Metodo Classico Brut,2020,Italia,Terre Siciliane,Nicosia,Vino espumoso,Carricante,19.40,3.7,12,"Aperitivos y tentempiés, Aperitivo",3.7,4.8,5.5,limón,polvo de vainilla,polvo de vainilla,roble,polvo de vainilla,polvo de vainilla,minerales,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/le-marchesine-opera-rose-brut/w/2211279,2211279,Opera Rosé BrutN.V.,No disponible,Italia,Franciacorta,Le Marchesine,Vino espumoso,"Chardonnay, Pinot Blanc, Pinot Nero",19.36,3.6,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",4.4,6.5,5.7,fresa,polvo de vainilla,polvo de vainilla,minerales,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/carlos-andreu-cava-reserva-barrica-brut-nature/w/2398150,2398150,Cava Reserva Barrica Brut Nature,2020,España,Cava,Carles Andreu,Vino espumoso,"Macabeo, Parellada, Chardonnay",18.90,4.1,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.6,5.1,5.3,roble,vainilla,polvo de vainilla,pimienta verde,piedra,mora,humo,terroso,minerales
https://www.vivino.com/ES/es/follador-xzero-valdobbiadene-prosecco-superiore-millesimato-extra-brut/w/10113502,10113502,Xzero Valdobbiadene Prosecco Superiore Millesimato Extra Brut,2022,Italia,Conegliano-Valdobbiadene Prosecco Superiore,Follador,Vino espumoso,Glera,19.36,3.7,5,"Marisco, Vegetariana, Aperitivos y tentempiés, Aperitivo, Carne adobada",1.1,6.8,5.8,pimienta verde,piedra,polvo de vainilla,limón,clavo de olor,polvo de vainilla,minerales,solución salina,polvo de vainilla
https://www.vivino.com/ES/es/oriol-artigas-la-rauxa-can-guardiola/w/6675862,6675862,La Rauxa Can Guardiola,2021,España,Cataluña,Oriol Artigas,Vino espumoso,Garnacha Blanca,19.35,3.9,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.1,4.1,6.6,menta,drupa,polvo de vainilla,cítrico,pomelo,polvo de vainilla,fresa madura,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/picchioni-andrea-da-cima-a-fondo/w/6941402,6941402,Da Cima a Fondo,2023,Italia,Lombardía,Picchioni Andrea,Vino espumoso,"Croatina, Uva Rara",19.35,4.1,No disponible,"Aperitivos y tentempiés, Aperitivo",4.3,4.0,6.0,terroso,chocolate amargo,polvo de vainilla,limón,limón,polvo de vainilla,queso,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/loxarel-cava-refugi-brut-nature/w/3059295,3059295,Cava Refugi Brut Nature,2017,España,Cava,Loxarel,Vino espumoso,"Macabeo, Xarel-lo",19.35,3.7,No disponible,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.0,4.9,6.5,pimienta de Jamaica,solución salina,polvo de vainilla,cítrico,limón,polvo de vainilla,bergamota,tostada,polvo de vainilla
