Url,ID,Nombre,Año,País,Región,Bodega,Tipo de vino,Uva,Precio,Valoración,Contenido de alcohol,Maridajes,Ligero/Poderoso,Débil/Ácido,Amable/Con Burbujas,Taste_Notes_1_1,Taste_Notes_1_2,Taste_Notes_1_3,Taste_Notes_2_1,Taste_Notes_2_2,Taste_Notes_2_3,Taste_Notes_3_1,Taste_Notes_3_2,Taste_Notes_3_3
https://www.vivino.com/ES/es/taittinger-nocturne-champagne-sec/w/1202326,1202326,Nocturne Champagne (Sec)N.V.,No disponible,Francia,Champán,Taittinger,Vino espumoso,No disponible,57.50,4.1,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.3,7.1,7.5,menta,pomelo,sal,roble,tostada,almendra,cítrico,limón,pomelo
https://www.vivino.com/ES/es/estate-fernand-engel-cremant-d-alsace-trilogie/w/1601497,1601497,Crémant d'Alsace Trilogie,2013,Francia,Crémant d'Alsace,Fernand Engel,Vino espumoso,"Pinot Gris, Pinot Blanc, Chardonnay",61.23,4.2,12,"Marisco, Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.5,5.3,6.4,menta,tabaco dulce,mora,crema,fresa madura,queso,cítrico,limón,piedra
https://www.vivino.com/ES/es/jacques-busin-champagne-grand-cru-tradition-brut/w/3684839,3684839,Tradition Brut Champagne Grand Cru 'Verzenay'N.V.,No disponible,Francia,"Champagne Grand Cru ""Verzenay""",Jacques Busin,Vino espumoso,"Chardonnay, Pinot Noir",57.70,3.8,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.2,6.6,7.6,pimienta verde,polvo de vainilla,polvo de vainilla,cítrico,clavo de olor,polvo de vainilla,tostada,almendra,polvo de vainilla
https://www.vivino.com/ES/es/san-cristoforo-franciacorta-pas-dose/w/2320199,2320199,Franciacorta Pas Dosé,2019,Italia,Franciacorta,San Cristoforo,Vino espumoso,Chardonnay,58.75,3.9,13,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",4.4,6.2,4.7,vainilla,mantequilla, ,almendra,tabaco dulce,polvo de vainilla,cítrico,limón,polvo de vainilla
https://www.vivino.com/ES/es/val-frison-goustau-blanc-de-noirs-brut-nature-champagne/w/3780955,3780955,Goustau Blanc de Noirs Brut Nature Champagne,No disponible,Francia,Champán,Val Frison,Vino espumoso,Pinot Noir,58.36,4.1,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.6,6.7,6.7,menta,piedra,menta,minerales,piedra,sílex,roble,tostada,tabaco
https://www.vivino.com/ES/es/champagne-henriot-rose-brut-champagne/w/1151127,1151127,Rosé Brut ChampagneN.V.,No disponible,Francia,Champán,Henriot,Vino espumoso,No disponible,56.24,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.0,7.3,7.3,fresa,frambuesa,frutos rojos,cítrico,pomelo,limón,roble,tostada,almendra
https://www.vivino.com/ES/es/fr-aubry-brut-rose-champagne-premier-cru/w/1933066,1933066,Brut Rosé Champagne Premier CruN.V.,No disponible,Francia,Champagne Premier Cru,Aubry,Vino espumoso,"Pinot Meunier, Pinot Noir, Chardonnay",60.05,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.7,8.0,8.0,fresa,frutos rojos,cuero,limón,cítrico,limón,tostada,roble,almendra
https://www.vivino.com/ES/es/alba-viticultores-campeonisimo-ancestral/w/7659010,7659010,Campeonísimo Ancestral,2016,España,Andalucía,Alba Viticultores,Vino espumoso,Palomino,55,No disponible,3,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.0,4.0,6.5,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/besserat-de-bellefon-rose-brut-champagne/w/1408377,1408377,Rosé Brut ChampagneN.V.,No disponible,Francia,Champán,Besserat de Bellefon,Vino espumoso,No disponible,64.80,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.3,7.0,7.5,fresa,frambuesa,cereza,cítrico,limón,pomelo,tostada,roble,almizcle
https://www.vivino.com/ES/es/pommery-royal-brut-rose-champagne/w/5739877,5739877,Royal Brut Rosé ChampagneN.V.,No disponible,Francia,Champán,Pommery,Vino espumoso,"Chardonnay, Pinot Noir",63.50,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.6,6.7,6.8,fresa,frambuesa,cereza,menta,pomelo,piedra,crema,fresa madura,queso
https://www.vivino.com/ES/es/bonnet-ponson-cuvee-perpetuelle-extra-brut-champagne/w/7632199,7632199,Cuvée Perpétuelle Extra Brut ChampagneN.V.,No disponible,Francia,Champán,Bonnet-Ponson,Vino espumoso,No disponible,59.90,4.1,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.8,7.3,7.1,pimienta verde,piedra,mora,roble,tostada,tabaco,limón,cítrico,pomelo
https://www.vivino.com/ES/es/cesarini-sforza-aquila-reale-brut-riserva/w/1679890,1679890,Aquila Reale Brut Riserva,2013,Italia,Trentino,Cesarini Sforza,Vino espumoso,Chardonnay,59,4.1,5,"Marisco, La comida basura vale, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.7,4.0,5.5,almendra,vainilla,grafito,salsa de fresa,mora,polvo de vainilla,crema,fresa madura,polvo de vainilla
https://www.vivino.com/ES/es/domaine-de-bichery-la-source-champagne/w/6737570,6737570,La Source Champagne,2021,Francia,Champán,Domaine de Bichery,Vino espumoso,"Chardonnay, Pinot Noir",56.85,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.6,7.5,7.2,pimienta verde,menta,No disponible,cítrico,limón,pomelo,roble,acelga,almizcle
https://www.vivino.com/ES/es/bruno-dangin-val-lune-pinot-noir-champagne/w/12331244,12331244,Val Lune Pinot Noir Champagne,2021,Francia,Champán,Bruno Dangin,Vino espumoso,Pinot Noir,55.50,No disponible,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.8,6.7,6.8,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/twee-jonge-gezellen-krone-amphora-blanc-de-blancs/w/7786871,7786871,Krone Amphora Blanc de Blancs,2021,Sudáfrica,Hemel-en-Aarde Valley,Twee Jonge Gezellen,Vino espumoso,"Chardonnay, Pinot Noir",62.94,3.9,4,"Marisco, Aperitivos y tentempiés, Aperitivo",4.3,7.5,6.6,tiza,minerales,minerales,limón,limón,polvo de vainilla,mantequilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/champagne-bolieu-pepin-de-vigne/w/6061201,6061201,Pépin de VigneN.V.,No disponible,Francia,Champán,Champagne Bolieu,Vino espumoso,"Pinot Meunier, Chardonnay",57.96,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.4,6.7,6.9,menta,pimienta verde,No disponible,tostada,almendra,grafito,cítrico,limón,naranja
https://www.vivino.com/ES/es/salizzoni-rhodium-riserva-nature/w/10501620,10501620,Rhodium Riserva Nature,2018,Italia,Trento,Salizzoni,Vino espumoso,"Chardonnay, Pinot Nero",61.27,4.1,5,"Marisco, La comida basura vale, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.5,5.4,6.0,roble,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/jean-vesselle-oeil-de-perdrix-brut-champagne-grand-cru-bouzy/w/89414,89414,Oeil de Perdrix Brut Champagne Grand Cru 'Bouzy'N.V.,No disponible,Francia,"Champagne Grand Cru ""Bouzy""",Jean Vesselle,Vino espumoso,No disponible,58,4.1,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.5,7.0,7.0,fresa,frambuesa,granada,menta,pimienta verde,No disponible,crema,fresa madura,pimiento
https://www.vivino.com/ES/es/veuve-clicquot-rich-champagne/w/5610986,5610986,Rich ChampagneN.V.,No disponible,Francia,Champán,Veuve Clicquot,Vino espumoso,No disponible,55.50,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.9,5.8,7.1,cítrico,limón,pomelo,pomelo,piedra,banana,minerales,jengibre,minerales
https://www.vivino.com/ES/es/autreau-de-champillon-blanc-de-blancs-brut-champagne-grand-cru/w/2272782,2272782,Blanc de Blancs Brut Champagne Grand CruN.V.,No disponible,Francia,Champagne Grand Cru,Autréau de Champillon,Vino espumoso,No disponible,63.66,4.1,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.3,6.9,7.1,cítrico,limón,piedra,pimienta verde,menta,No disponible,roble,tostada,almizcle
https://www.vivino.com/ES/es/cottanera-metodo-classico-brut/w/3845861,3845861,Metodo Classico Brut,2016,Italia,Etna,Cottanera,Vino espumoso,Nerello Mascalese,54.97,4.0,12,"Aperitivos y tentempiés, Aperitivo",4.2,3.8,6.5,minerales,terroso,polvo de vainilla,piedra,pomelo,polvo de vainilla,limón,limón,polvo de vainilla
https://www.vivino.com/ES/es/larmandier-bernier-latitude-extra-brut-champagne/w/1496698,1496698,Latitude Extra Brut ChampagneN.V.,No disponible,Francia,Champán,Larmandier-Bernier,Vino espumoso,No disponible,57.62,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.8,7.1,7.2,pimienta verde,menta,No disponible,roble,tostada,almendra,cítrico,limón,pomelo
https://www.vivino.com/ES/es/jean-vesselle-rose-de-saignee-brut-champagne-grand-cru-bouzy/w/2179881,2179881,Rosé de Saignée Brut Champagne Grand Cru 'Bouzy'N.V.,No disponible,Francia,"Champagne Grand Cru ""Bouzy""",Jean Vesselle,Vino espumoso,No disponible,59.90,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.4,6.4,6.9,frambuesa,cereza,fresa,almendra,tostada,grafito,crema,fresa madura,polvo de vainilla
https://www.vivino.com/ES/es/nicolas-maillart-brut-rose-champagne-grand-cru/w/1202011,1202011,Brut Rosé Champagne Grand CruN.V.,No disponible,Francia,Champagne Grand Cru,Nicolas Maillart,Vino espumoso,No disponible,60.45,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.2,7.2,7.3,fresa,frambuesa,frutos rojos,roble,tostada,almizcle,vainilla,roble,uva pasa
https://www.vivino.com/ES/es/pierre-brigandat-fils-champagne-millesime-brut/w/2357838,2357838,Millésimé Brut Champagne,2019,Francia,Champán,Pierre Brigandat & Fils,Vino espumoso,Pinot Noir,60.17,3.9,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",7.3,7.9,8.0,minerales,minerales,sal,mantequilla,caramelo,polvo de vainilla,pimienta verde,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/colline-della-stella-di-andrea-arici-franciacorta-dosaggio-zero-nero/w/1228141,1228141,Franciacorta Dosaggio Zero Nero,2019,Italia,Franciacorta,Colline della Stella - Andrea Arici,Vino espumoso,Pinot Nero,57.36,3.9,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",3.9,5.9,4.8,cítrico,naranja,polvo de vainilla,minerales,tiza,polvo de vainilla,nuez negra,almendra,roble
https://www.vivino.com/ES/es/claude-beaufort-blanc-de-noirs-brut-champagne-grand-cru-ambonnay/w/10666764,10666764,Blanc de Noirs Brut Champagne Grand Cru 'Ambonnay',2020,Francia,"Champagne Grand Cru ""Ambonnay""",Claude Beaufort,Vino espumoso,Pinot Noir,59.50,No disponible,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.0,6.5,7.7,carne a la parrilla,polvo de vainilla,polvo de vainilla,crema,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/lagille-fils-l-inattendue-champagne/w/10212108,10212108,L'Inattendue ChampagneN.V.,No disponible,Francia,Champán,Lagille & Fils,Vino espumoso,Pinot Meunier,57.90,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.3,7.6,6.9,limón,cítrico,piedra,menta,pomelo,mora,roble,tostada,almendra
https://www.vivino.com/ES/es/michel-loriot-cuvee-patrimony-brut-champagne/w/5107018,5107018,Cuvée Patrimony Brut ChampagneN.V.,No disponible,Francia,Champán,Michel Loriot,Vino espumoso,"Pinot Meunier, Chardonnay",62.15,3.9,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.1,7.6,7.5,roble,almendra,nuez negra,menta,pimienta verde,No disponible,cítrico,limón,pomelo
https://www.vivino.com/ES/es/ca-del-bosco-vintage-collection-franciacorta-saten/w/1632534,1632534,Vintage Collection Franciacorta Satén,2019,Italia,Franciacorta,Ca' del Bosco,Vino espumoso,"Chardonnay, Pinot Blanc",57.86,4.3,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",3.9,6.3,5.1,pomelo,menta,piedra,cítrico,limón,limón,crema,fresa madura,banana
https://www.vivino.com/ES/es/gosset-brut-grand-rose-champagne/w/16528,16528,Brut Grand Rosé ChampagneN.V.,No disponible,Francia,Champán,Gosset,Vino espumoso,No disponible,63.95,4.1,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.1,7.2,7.1,fresa,frambuesa,cereza,cítrico,pomelo,naranja,roble,tostada,tabaco
https://www.vivino.com/ES/es/enrico-gatti-franciacorta-millesimo/w/3453826,3453826,Franciacorta Millesimo,2018,Italia,Franciacorta,Enrico Gatti,Vino espumoso,Chardonnay,55.96,4.1,13,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",4.6,6.2,5.0,heno,uva pasa,polvo de vainilla,pimienta verde,polvo de vainilla,polvo de vainilla,cítrico,limón,polvo de vainilla
https://www.vivino.com/ES/es/champagne-diebolt-vallois-blanc-de-blancs-brut-champagne-grand-cru-cramant/w/1310179,1310179,Blanc de Blancs Brut Champagne Grand Cru 'Cramant'N.V.,No disponible,Francia,"Champagne Grand Cru ""Cramant""",Diebolt - Vallois,Vino espumoso,No disponible,60.72,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.1,7.2,7.1,pimienta verde,menta,No disponible,cítrico,limón,pomelo,roble,tostada,almendra
https://www.vivino.com/ES/es/morgex-et-de-la-salle-cuvee-du-prince/w/4542210,4542210,Cuvèe du Prince,2018,Italia,Valle d'Aosta,Cave Mont Blanc de Morgex et la Salle,Vino espumoso,Prié,58.78,3.8,5,"Aperitivos y tentempiés, Aperitivo",4.0,5.1,6.2,mermelada de bayas,polvo de vainilla,polvo de vainilla,minerales,minerales,polvo de vainilla,pizarra,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/joseph-perrier-brut-rose-champagne-cuvee-royale/w/91617,91617,Brut Rosé Champagne (Cuvée Royale)N.V.,No disponible,Francia,Champán,Joseph Perrier,Vino espumoso,No disponible,62.60,3.9,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.7,7.1,7.2,fresa,frambuesa,frutos rojos,cítrico,pomelo,limón,crema,fresa madura,mora
https://www.vivino.com/ES/es/terrazze-dell-etna-rose-brut/w/1626182,1626182,Rosé Brut,2020,Italia,Terre Siciliane,Terrazze dell Etna,Vino espumoso,"Pinot Noir, Pinot Nero, Nerello Mascalese",35.75,4.0,5,"Aperitivos y tentempiés, Aperitivo",3.0,5.0,5.9,fresa,frutos rojos,fresa,minerales,humo,sílex,menta,tabaco dulce,mora
https://www.vivino.com/ES/es/charles-mignon-cuvee-comte-de-marne-rose-brut-grand-cru-champagne/w/2064432,2064432,Cuvée Comte de Marne Rosé Brut Grand Cru ChampagneN.V.,No disponible,Francia,Champagne Grand Cru,Charles Mignon,Vino espumoso,No disponible,55.90,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.1,6.6,6.7,frambuesa,cereza,fresa,roble,tostada,almendra,menta,piedra,menta
https://www.vivino.com/ES/es/perrier-jouet-blanc-de-blancs-brut-champagne/w/5807620,5807620,Blanc de Blancs Brut ChampagneN.V.,No disponible,Francia,Champán,Perrier-Jouët,Vino espumoso,No disponible,65,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.1,6.9,6.9,cítrico,limón,pomelo,menta,piedra,menta,roble,tostada,almizcle
https://www.vivino.com/ES/es/taittinger-fifa-world-cup-reserve-brut-champagne/w/2718142,2718142,FIFA World Cup Réserve Brut ChampagneN.V.,No disponible,Francia,Champán,Taittinger,Vino espumoso,"Pinot Meunier, Pinot Noir, Chardonnay",62,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.0,7.7,7.3,pimienta verde,menta,No disponible,cítrico,limón,limón,roble,tostada,almizcle
https://www.vivino.com/ES/es/weingut-brundlmayer-extra-brut-reserve/w/2108452,2108452,Extra Brut Reserve,No disponible,Austria,Niederösterreich,Weingut Bründlmayer,Vino espumoso,"Chardonnay, Pinot Noir",61.55,4.0,13,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.9,8.0,3.8,menta,pimienta verde,No disponible,roble,nuez moscada,tostada,cítrico,limón,piedra
https://www.vivino.com/ES/es/le-marchesine-secolo-novo-franciacorta-dosage-zero-riserva/w/1963014,1963014,Secolo Novo Franciacorta Dosage Zèro Riserva,2015,Italia,Franciacorta,Le Marchesine,Vino espumoso,Chardonnay,62.36,4.1,13,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",4.1,6.8,5.5,tostada,nuez negra,roble,carne asada,piedra,polvo de vainilla,limón,pimienta de Jamaica,polvo de vainilla
https://www.vivino.com/ES/es/okonomierat-rebholz-riesling-extra-brut/w/6883635,6883635,Riesling Extra Brut,2016,Alemania,Pfalz,Ökonomierat Rebholz,Vino espumoso,Riesling,55.11,4.0,12,"Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",2.7,5.9,6.0,menta,tabaco dulce,mora,cítrico,clavo de olor,polvo de vainilla,minerales,chocolate amargo,polvo de vainilla
https://www.vivino.com/ES/es/jacques-lassaigne-reserve-extra-brut-champagne/w/8677208,8677208,Réserve Extra Brut ChampagneN.V.,No disponible,Francia,Champán,Jacques Lassaigne,Vino espumoso,No disponible,55,4.1,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.3,6.4,7.1,roble,tabaco dulce, ,hongo,minerales,tiza,pimienta verde,menta,polvo de vainilla
https://www.vivino.com/ES/es/champagne-lallier-blanc-de-blancs-brut-champagne-grand-cru-ay/w/1256296,1256296,Blanc de Blancs Brut Champagne Grand Cru 'Aÿ'N.V.,No disponible,Francia,"Champagne Grand Cru ""Aÿ""",Champagne Lallier,Vino espumoso,No disponible,58.30,4.1,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.0,7.0,6.9,cítrico,limón,pomelo,menta,piedra,menta,roble,tostada,almendra
https://www.vivino.com/ES/es/brimoncourt-extra-brut-champagne/w/3996977,3996977,Extra Brut ChampagneN.V.,No disponible,Francia,Champán,Brimoncourt,Vino espumoso,No disponible,54.95,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.8,6.9,6.8,menta,pimienta verde,No disponible,cítrico,pomelo,limón,minerales,minerales,tiza
https://www.vivino.com/ES/es/ayala-rose-majeur-brut-champagne/w/1898977,1898977,Rosé Majeur Brut ChampagneN.V.,No disponible,Francia,Champán,Ayala,Vino espumoso,"Pinot Meunier, Pinot Nero, Chardonnay",56.41,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.4,6.8,7.0,fresa,frambuesa,frutos rojos,cítrico,limón,naranja,menta,pomelo,piedra
https://www.vivino.com/ES/es/guido-berlucchi-sixtyone-nature-blanc-de-blancs/w/7274606,7274606,61 Nature Blanc de Blancs,2017,Italia,Franciacorta,Guido Berlucchi,Vino espumoso,Chardonnay,45.20,4.1,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",3.4,5.7,4.6,menta,tabaco dulce,mora,pomelo,cítrico,limón,fresa madura,fresa madura,polvo de vainilla
https://www.vivino.com/ES/es/bisson-abissi-portofino/w/1908790,1908790,Abissi Portofino,2019,Italia,Liguria,Bisson,Vino espumoso,Vermentino,59.90,4.0,5,"Aperitivos y tentempiés, Aperitivo",3.9,5.0,6.2,minerales,piedra,minerales,crema,queso,aceite balsámico,menta,pomelo,romero
https://www.vivino.com/ES/es/monmarthe-privilege-brut-champagne-premier-cru/w/3914051,3914051,Privilège Brut Champagne Premier CruN.V.,No disponible,Francia,Champagne Premier Cru,Monmarthe,Vino espumoso,No disponible,59.80,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.7,6.2,6.0,menta,pomelo,mora,cítrico,limón,limón,roble,tostada,polvo de vainilla
https://www.vivino.com/ES/es/louis-roederer-collection-245-champagne-champagne/w/12358649,12358649,Collection 245 ChampagneN.V.,No disponible,Francia,Champán,Louis Roederer,Vino espumoso,"Chardonnay, Pinot Noir, Pinot Meunier",59.85,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",4.3,4.6,4.9,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/brocard-pierre-bulles-de-blancs-extra-brut-champagne/w/5137354,5137354,Bulles de Blancs Extra Brut Champagne,2015,Francia,Champán,Brocard Pierre,Vino espumoso,Chardonnay,63.50,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.2,7.7,7.5,crema,fresa madura,queso,menta,pimienta verde,No disponible,mantequilla,roble,mora
https://www.vivino.com/ES/es/besserat-de-bellefon-brut-champagne/w/1208550,1208550,Brut ChampagneN.V.,No disponible,Francia,Champán,Besserat de Bellefon,Vino espumoso,No disponible,64,4.0,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.9,7.4,7.1,menta,pimienta verde,No disponible,cítrico,limón,pomelo,tostada,roble,canela
https://www.vivino.com/ES/es/letrari-grandi-millesimi-brut-riserva/w/7201207,7201207,Grandi Millesimi Brut Riserva,2017,Italia,Trento,Letrari,Vino espumoso,Chardonnay,57.61,4.1,5,"Marisco, La comida basura vale, Aperitivos y tentempiés, Pescado blanco, Aperitivo",4.3,4.5,4.8,menta,pomelo,piedra,cítrico,limón,mermelada,almendra,roble,canela
https://www.vivino.com/ES/es/gh-martel-brut-champagne-premier-cru/w/3581362,3581362,Brut Champagne Premier CruN.V.,No disponible,Francia,Champagne Premier Cru,G.H. Martel,Vino espumoso,No disponible,62.25,3.9,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.4,6.8,6.5,pimienta verde,piedra,mora,cítrico,pomelo,limón,roble,tostada,almendra
https://www.vivino.com/ES/es/laurent-perrier-brut-millesime-champagne/w/1657892,1657892,Brut Millésimé Champagne,2012,Francia,Champán,Laurent-Perrier,Vino espumoso,Chardonnay,65,4.2,12,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.3,7.6,7.4,roble,tostada,almizcle,cítrico,limón,limón,menta,pimienta verde,No disponible
https://www.vivino.com/ES/es/colline-della-stella-di-andrea-arici-franciacorta-dosaggio-zero-millesimato/w/3244507,3244507,Franciacorta Dosaggio Zero Millesimato,2018,Italia,Franciacorta,Colline della Stella - Andrea Arici,Vino espumoso,"Chardonnay, Pinot Nero",57.36,4.0,5,"Marisco, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso, Aperitivo",5.2,5.8,5.8,roble,tostada,nuez negra,cítrico,limón,polvo de vainilla,menta,pimienta verde,polvo de vainilla
https://www.vivino.com/ES/es/raumland-cuvee-marie-luise-brut/w/2334937,2334937,Cuvée Marie-Luise Brut,2014,Alemania,Rheinhessen,Raumland,Vino espumoso,Pinot Noir,57.50,4.0,12,"Aves, Aperitivos y tentempiés, Pescado blanco, Aperitivo",3.0,5.1,6.4,cítrico,pomelo,limón,menta,piedra,menta,roble,almendra,sal
https://www.vivino.com/ES/es/lanson-extra-age-brut-blanc-de-blancs-champagne/w/2312703,2312703,Extra Age Brut Blanc de Blancs ChampagneN.V.,No disponible,Francia,Champán,Lanson,Vino espumoso,No disponible,62.74,4.2,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",6.7,7.0,7.4,piedra,menta,pomelo,roble,tostada,almendra,minerales,minerales,humo
https://www.vivino.com/ES/es/j-m-gobillard-fils-grande-reserve-brut-champagne-premier-cru/w/2201807,2201807,Grande Reserve Brut Champagne Premier CruN.V.,No disponible,Francia,Champagne Premier Cru,J.M. Gobillard & Fils,Vino espumoso,No disponible,54.96,4.0,5,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",5.8,7.3,7.4,menta,pimienta verde,No disponible,roble,tostada,almendra,cítrico,limón,pomelo
https://www.vivino.com/ES/es/recaredo-terrers-brut-nature-gran-reserva/w/3619912,3619912,Terrers Brut Nature Gran Reserva,2019,España,Penedès,Recaredo,Vino espumoso,"Macabeo, Xarel-lo, Parellada",27.45,4.0,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo, Carne adobada",4.0,5.2,5.7,menta,pimienta verde,No disponible,roble,almendra,tabaco,cítrico,limón,pomelo
https://www.vivino.com/ES/es/bodegas-valdemar-conde-de-valdemar-finca-alto-cantabria-brut-nature/w/10701738,10701738,Conde de Valdemar Finca Alto Cantabria Brut Nature,2017,España,Rioja,Bodegas Valdemar,Vino espumoso,Viura,64,4.1,12,"Marisco, Aperitivos y tentempiés, Pescado blanco, Aperitivo",5.0,3.2,4.2,cítrico,pomelo,limón,roble,polvo de vainilla,polvo de vainilla,roble,polvo de vainilla,polvo de vainilla
https://www.vivino.com/ES/es/jean-paul-deville-sappheiros-rose-champagne-grand-cru-verzy/w/5197012,5197012,Sappheiros Rosé Champagne Grand Cru 'Verzy'N.V.,No disponible,Francia,"Champagne Grand Cru ""Verzy""",Jean Paul Deville,Vino espumoso,"Chardonnay, Pinot Noir",64.09,3.8,No disponible,"Cerdo, Marisco, Pescado azul (salmón, atún, etc.), Queso tierno y cremoso",4.7,5.8,6.0,cereza,polvo de vainilla,polvo de vainilla,pomelo,polvo de vainilla,polvo de vainilla,roble,polvo de vainilla,polvo de vainilla
