0,1,2,3,4,5,6,7,8,ID
roble,,,cuero,,,polvo de vainilla,,,1770338
café,clavo de olor,roble,cereza,,,carne de caza,cuero, ,1290751
frambuesa,bebida cola,,pimienta de Jamaica,cuero,,polvo de vainilla,,,7748029
roble,vainilla,tabaco,mora,ciruela,fruta negra,cuero,terroso,humo,4544612
cereza,fresa,arándano,terroso,humo,cera de abeja,naranja,cítrico,fruta seca,4498077
cereza,frutos rojos,tofi,roble,cedro,chocolate,minerales,humo,carne,7287938
cereza,frutos rojos,nuez negra,terroso,cuero,minerales,mentol,pimienta,eucalipto,3827352
frutos del bosque,,,cigarrera,tabaco,,terroso,cuero,,6372216
cereza negra,frutos del bosque,,roble,vainilla,chocolate,minerales,cacao,sílex,5259861
frambuesa,arándano rojo,,terroso,minerales,hongo,pimienta,regaliz,ajedrea,5496921
roble,vainilla,tabaco,mora,frutos del bosque,,cuero,terroso,humo,9057
ciruela,mora,fruta negra,vainilla,roble,tabaco,pimienta,regaliz,carne,3144437
cereza,frambuesa,fruta seca,roble,clavo de olor,nuez negra,canela,menta,pimienta,1608850
mermelada de bayas,cereza,,aceite balsámico,carne,,pimienta verde,,,1995367
vainilla,roble,chocolate,ciruela,mora,cereza Bing,terroso,cuero,humo,1209249
frambuesa,cereza,fresa,terroso,humo,minerales,pimienta,pimienta blanca,,1169533
cereza,frambuesa,fruta seca,roble,tabaco,chocolate,cereza negra,ciruela, ,1149392
terroso,cuero,humo,mora,casis,arándano,cereza,frutos rojos,,4144183
cereza,frutos rojos,tofi,roble,chocolate,cacao,minerales,terroso,piedra,2417995
roble,,,polvo de vainilla,,,polvo de vainilla,,,3091169
roble,tabaco,vainilla,terroso,cuero,humo,mora,ciruela,casis,1384844
fruta negra,mora,ciruela,roble,tabaco,vainilla,menta,pimienta,regaliz,2092712
roble,mezcla de especias para vino caliente,,cereza,frambuesa,,terroso,cuero,ceniza,2847009
chocolate,roble,chocolate,ciruela,mora,frutos rojos,cuero,terroso,humo,1542957
ciruela,mulberry,fruta seca,roble,chocolate,chocolate,menta,pimienta,eucalipto,1892109
ciruela,mora,cereza Bing,café,roble,chocolate,canela,ajedrea,regaliz,1127470
frutos del bosque,ciruela,,roble,tabaco,clavo de olor,pimienta,pimienta blanca,,3191182
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1361671
cereza,frutos rojos,tofi,terroso,minerales,sal,piedra,hongo,,5257031
mora,ciruela,frutos rojos,roble,vainilla,chocolate,pimienta,canela,pimiento,1491225
ciruela,mora,arándano,humo,hongo,cacao,frutos rojos,fresa,,5528803
ciruela,mulberry,fruta seca,roble,chocolate amargo,,pimienta,pimienta blanca,,5920979
roble,chocolate,tabaco,ciruela,cereza negra, ,cuero,terroso,humo,1220748
arándano rojo,cereza roja,,ciruela,,,pomelo,,,1998864
cereza,frutos rojos,tofi,roble,vainilla,tabaco,cuero,terroso,minerales,22690
cereza,frutos rojos,tofi,roble,vainilla,chocolate,cereza negra,casis,casis,8910560
roble,vainilla,cedro,mora,casis,ciruela,cuero,humo,terroso,1241744
fresa,cereza,frambuesa,roble,cedro,vainilla,cuero,humo,terroso,1128211
roble,vainilla,tabaco,mora,ciruela,fruta negra,cuero,terroso,aceite balsámico,1212282
cereza,frutos rojos,tofi,clavo de olor,,,vainilla,,,9618006
roble,vainilla,tabaco,mora,fruta negra,cereza,cereza,frutos rojos,tofi,2063980
fruta negra,ciruela,mora,roble,chocolate,tabaco,cuero,humo,grafito,1621238
cereza,frambuesa,fruta seca,roble,vainilla,almizcle,pimienta,pimienta blanca,,6002085
fresa,cereza,frutos rojos,terroso,cuero,minerales,roble,vainilla,clavo de olor,1610063
roble,vainilla,chocolate,ciruela,cereza negra, ,canela,pimienta,menta,4779329
roble,vainilla,chocolate,cereza,fresa,cereza roja,ciruela,mora,fruta negra,1495307
roble,tabaco,vainilla,terroso,cuero,minerales,casis,mora,ciruela,1137300
cereza negra,fruta negra,,frutos rojos,guinda,,suelo del bosque,minerales,,6613179
roble,caramelo,chocolate,pimienta,anís,canela,frambuesa,fresa,frutos rojos,95214
roble,vainilla,tabaco,frambuesa,cereza,fruta seca,ciruela,casis,fruta negra,1126092
cereza,frambuesa,fresa,roble,vainilla,clavo de olor,hongo,terroso,cuero,23983
vainilla,roble,chocolate,mora,ciruela,fruta negra,pimienta,canela,regaliz,6858808
roble,vainilla,tabaco,cereza,frutos rojos,tofi,cuero,terroso,hongo,1529357
roble,vainilla,tabaco,cuero,terroso,humo,mora,ciruela,frutos rojos,1142876
aceite balsámico,humo, ,chocolate amargo,cigarro,,frutos del bosque,cereza,,2875076
frutos rojos,cereza, ,mora,casis,fruta negra,bebida cola,pimienta,,5450140
chocolate,caramelo,cuero,cereza,frutos rojos,tofi,terroso,cuero,humo,1198249
mora,ciruela,arándano,chocolate,roble,vainilla,cuero,terroso,humo,1100818
cereza,frutos rojos,tofi,cuero,terroso,minerales,roble,tabaco,vainilla,779525
cereza,arándano rojo, ,terroso,cuero,minerales,arándano,cereza negra,,2070191
mora,ciruela,cereza Bing,pimienta,pimienta blanca,,roble,vainilla,cedro,2450701
cuero,terroso,humo,roble,tabaco,vainilla,mora,ciruela,casis,1525228
cereza,bebida cola,,bebida cola,tofi,vainilla,fruta negra,mora,arándano,2457598
roble,vainilla,tabaco,mora,ciruela,fruta negra,cereza,frutos rojos,tofi,16227
mora,casis,ciruela,chocolate,chocolate amargo,,pimienta,hinojo,jengibre,1198036
cereza,frambuesa,cereza,terroso,cuero,alquitrán,roble,tabaco,jalapeño,1232796
cereza,fresa,,regaliz negro,pimienta,,roble,,,7490310
fresa,frutos rojos,fresa,terroso,cuero,hongo,roble,café,mantequilla,1942650
cereza,frambuesa,fruta seca,terroso,humo,cuero,arándano,mora,ciruela,1250391
cuero,aceite balsámico,,roble,chocolate,vainilla,ciruela,mora,cereza Bing,65134
humo,cuero,terroso,café,tabaco,mantequilla,grosella roja,fresa,,2138441
cereza,fresa,frambuesa,cuero,terroso,humo,roble,tabaco,nuez moscada,1267706
fruta negra,ciruela,mora,roble,chocolate,tabaco,cuero,terroso,humo,1108064
mermelada de mora,,,polvo de vainilla,,,polvo de vainilla,,,1568723
roble,tabaco,vainilla,casis,mora,casis,cuero,terroso,minerales,1177155
cereza,frambuesa,fresa,cuero,terroso,hongo,roble,tabaco,chocolate,8792
roble,vainilla,,canela,menta,,fruta negra,,,9440015
ciruela,mora,fruta negra,cuero,terroso,minerales,roble,vainilla,chocolate,1187141
ciruela,cereza negra, ,café,tabaco,vainilla,terroso,humo,ceniza,1708656
roble,café,vainilla,casis,fruta negra,mora,cereza,frutos rojos,tofi,1216358
roble,tabaco,chocolate,ciruela,cereza negra, ,cuero,terroso,humo,1931927
fruta negra,ciruela,tofi,pimienta,regaliz,ajedrea,roble,chocolate,cigarro,1218440
roble,tabaco,vainilla,ciruela,mora,casis,cuero,terroso,humo,93869
ciruela,mora,cereza Bing,cacao,cuero,terroso,roble,chocolate,tabaco,1202999
vainilla,café,roble,pimienta,menta,romero,terroso,humo,hierro,1194187
frutos rojos,cereza,tofi,minerales,trufa negra,,casis,mora,zarzamora,6325341
roble,tabaco,chocolate,casis,frutos del bosque,,cuero,humo,terroso,73216
mora,cereza negra,arándano,chocolate,roble,chocolate,frambuesa,frutos rojos,,6862256
ciruela,casis,mora,mermelada,,,roble,,,1711451
cereza,frutos rojos,tofi,cuero,humo,terroso,roble,vainilla,tabaco,2585168
roble,vainilla,chocolate,mora,ciruela,fruta negra,cuero,humo,piedra,1255070
casis,ciruela,cereza,aceite balsámico,terroso,,roble,vainilla,chocolate,6421058
cereza,frambuesa,fruta seca,cuero,terroso,humo,roble,vainilla,tabaco,85483
cereza,frambuesa,arándano,regaliz,hierbas secas,,mora,,,6265711
frambuesa,,,regaliz,,,virutas,,,1849002
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11274092
cereza roja,frambuesa,,roble,vainilla,chocolate,ciruela,cereza negra, ,9006375
fresa,,,piedra,tomillo,,menta,,,7735105
mora,fruta negra,casis,romero,tomillo,pimiento,frutos rojos,cereza,tofi,7280566
mora,casis,fruta negra,roble,vainilla,tabaco,cereza,fresa,frutos rojos,97685
ciruela,mora,ceniza,vainilla,roble,tabaco,pimienta,regaliz,menta,6184701
frutos rojos,cereza,tofi,vainilla,cedro,,tostada,,,1491176
roble,vainilla,chocolate,mora,ciruela,frutos rojos,cereza,frambuesa,fruta seca,1307035
cuero,trufa negra,,tabaco,roble,,ciruela,mermelada,,7169630
ciruela,mora,arándano,roble,tabaco,vainilla,cereza,frambuesa,fruta seca,75821
roble,vainilla,tabaco,ciruela,mora,frutos rojos,cuero,terroso,humo,10251
terroso,hongo,granada,cereza,frambuesa,guinda,mora,trufa negra,uva,7371579
roble,vainilla,cedro,ciruela,casis,fruta negra,cereza,frambuesa,fruta seca,1084767
terroso,minerales,cuero,casis,cereza negra,fresa,café,tabaco,clavo de olor,1467622
roble,chocolate,tabaco,mora,ciruela,frutos rojos,cuero,terroso,humo,2273763
suelo del bosque,grafito,,polvo de vainilla,,,polvo de vainilla,,,7308992
terroso,cuero,hongo,fruta negra,mora,,mantequilla,,,2518454
cereza,frambuesa,fruta seca,mora,casis,,roble,tabaco,,4011840
vainilla,roble,chocolate,ciruela,mora,casis,cereza,frutos rojos,tofi,1179562
cereza,frambuesa,fruta seca,cuero,terroso,alquitrán,pimienta,regaliz,regaliz,1267251
mora,casis,fruta negra,cereza,cereza roja,carne,chocolate,roble,vainilla,2558393
frutos rojos,cereza,rosa seca,fruta negra,arándano, ,chocolate,vainilla,,1504940
roble,vainilla,chocolate,mora,ciruela,casis,cereza,frutos rojos,tofi,5689436
roble,chocolate,caramelo,mora,fruta negra,ciruela,pimienta,,,6368688
cereza,fresa,frambuesa,vainilla,café,roble,mora,fruta negra,arándano,2301767
cereza negra,ciruela,,frambuesa,fresa,,chocolate,,,6287399
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9724121
terroso,cuero,hongo,cereza negra,fruta negra,,cereza,frutos rojos,,8148659
frambuesa,fresa,frutos rojos,pomelo,naranja,,polvo de vainilla,,,7583347
roble,vainilla,tabaco,cuero,terroso,humo,frutos del bosque,mora,,1300950
roble,vainilla,chocolate,casis,trufa negra, ,frutos rojos,fresa,cuero,5850566
roble,vainilla,café,fruta negra,ciruela,mora,cuero,humo,minerales,50784
frambuesa,frutos rojos,,roble,vainilla,chocolate,mora,frutos del bosque,,1200649
roble,vainilla,tabaco,mora,ciruela,cereza Bing,aceite balsámico,cuero,,1420697
terroso,humo,hierro,cereza,cereza roja,fresa,chocolate amargo,roble,,2367559
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11447871
frambuesa,frutos rojos,,roble,vainilla,tabaco,pimienta,regaliz,tomillo,4968370
frutos rojos,fresa,fresa,tomillo,romero,pimiento,cuero,humo,terroso,8413099
cereza,frambuesa,fresa,cuero,terroso,minerales,mora,frutos del bosque,,1812686
ciruela,mora,cereza Bing,roble,cedro,vainilla,cereza,frambuesa,fresa,1169404
frutos rojos,frambuesa,,roble,chocolate,vainilla,pimienta,anís,pimiento,2177372
terroso,minerales,cuero,roble,vainilla,chocolate,mora,cereza negra,frambuesa,92989
frutos rojos,cereza,tofi,humo,tiza,hongo,roble,clavo de olor,rosa seca,7287417
roble,vainilla,chocolate,fruta negra,cereza negra,,pimienta,regaliz,romero,5296470
frutos rojos,frambuesa,,minerales,aceite balsámico,,roble,chocolate,tabaco,1776797
arándano rojo,cereza, ,terroso,hongo,humo,pimienta,anís,regaliz,5769215
terroso,cuero,humo,roble,tabaco,cigarro,cereza,frutos rojos,uva,1566536
frambuesa,frutos rojos,,humo,terroso,minerales,pimienta,canela,menta,5027322
mora,ciruela,fruta negra,cuero,humo,terroso,roble,vainilla,tabaco,20650
cuero,terroso,humo,cereza,frambuesa,fresa,mora,cereza negra,ciruela,1457999
mora,ciruela,,cereza,,,polvo de vainilla,,,2539272
frutos rojos,cereza,tofi,terroso,cuero,minerales,mora,casis,arándano,2037221
cereza,fresa,frambuesa,cuero,humo,alquitrán,vainilla,tabaco,roble,21063
cereza,frambuesa,fresa,cuero,hongo,terroso,roble,tabaco,cedro,2708293
cereza,fresa,frutos rojos,minerales,cuero,humo,pimienta,regaliz,rosa seca,4545453
roble,vainilla,chocolate,mora,fruta negra,ciruela,cuero,humo,terroso,3772025
cereza,frutos rojos,tofi,roble,vainilla,tabaco,cuero,terroso,humo,1655
cereza,frutos rojos,tofi,roble,vainilla,chocolate,mora,ciruela,frutos rojos,77441
ciruela,cereza negra, ,cuero,terroso,hongo,roble,tabaco,vainilla,6891506
roble,chocolate,tabaco,casis,mora,fruta negra,cuero,humo,terroso,1572777
roble,vainilla,chocolate,mora,ciruela,fruta negra,cereza,frutos rojos,nuez negra,1283673
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9568179
cereza,frambuesa,fresa,humo,terroso,cuero,roble,tabaco,vainilla,1728044
fruta negra,,,polvo de vainilla,,,polvo de vainilla,,,2544210
cereza,fresa,frambuesa,roble,vainilla,chocolate,terroso,cuero,humo,1769337
casis,ciruela,mora,roble,tabaco,cedro,cuero,terroso,humo,1630780
frutos del bosque,arándano,,cereza,,,regaliz,,,9508605
roble,vainilla,tabaco,ciruela,mora,fruta negra,cereza,frutos rojos,tofi,1142010
cereza,fresa,frambuesa,vainilla,roble,tabaco,mora,ciruela,cereza Bing,1981940
cereza,,,mora,,,vainilla,,,1108470
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,5392464
cereza,bebida cola,,bebida cola,roble,uva,arándano rojo deshidratado,,,7268812
minerales,humo,terroso,mora,casis,ciruela,pimienta,anís,,1187917
terroso,cuero,humo,fruta negra,arándano, ,pimienta,hierbas secas,,1308717
cereza,arándano rojo, ,terroso,suelo del bosque,,mezcla de especias para vino caliente,,,4403847
ciruela,,,frambuesa,,,humo,,,8926615
frutos rojos,cereza,uva,mora,casis,frutos del bosque,tabaco,cedro,roble,1221824
chocolate,roble,vainilla,fruta negra,arándano, ,terroso,aceite balsámico,,1625766
cereza,frambuesa,fresa,terroso,minerales,rosa seca,vainilla,roble,tabaco,1263919
cereza,frutos rojos,rosa seca,cuero,humo,hongo,mora,ciruela,casis,1246067
roble,vainilla,tabaco,ciruela,mora,frutos rojos,cuero,terroso,humo,1200575
ciruela,fruta negra,tofi,pimienta,,,vainilla,roble,,1637790
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,12485045
frambuesa,,,terroso,cuero,,anís,pimienta blanca,,10970573
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,6190331
cereza,fresa madura,,terroso,minerales,hongo,mora,arándano,casis,2247090
mora,fruta negra,casis,chocolate,nuez negra,,cereza,frambuesa,fruta seca,6006050
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,9967914
vainilla,roble,caramelo,cuero,terroso,cacao,ciruela,casis,frutos rojos,1558739
fresa,frambuesa,frutos rojos,mora,casis,fruta negra,cuero,minerales,grafito,5796812
roble,vainilla,cigarro,mora,casis,casis,cuero,cacao,virutas,8626451
roble,tabaco,vainilla,ciruela,mora,frutos rojos,cuero,terroso,humo,1126888
cuero,terroso,alquitrán,cereza,frutos rojos,tofi,roble,tabaco,chocolate,1162487
pimienta,regaliz,anís,mora,zarzamora,,terroso,especias exóticas,,3205405
roble,vainilla,eneldo,ciruela,cereza negra, ,frutos rojos,frambuesa,,6647383
cereza negra,frambuesa,rosa seca,cereza,,,pasas de uva negras,,,1445142
arándano rojo,cereza, ,terroso,ceniza,cuero,clavo de olor,roble,,7629673
mora,ciruela,arándano,roble,tabaco,chocolate,cereza,frutos rojos,tofi,1169875
arándano rojo,fresa,tofi,terroso,minerales,cuero,pimienta blanca,salvia,,7381731
vainilla,tabaco,chocolate,mora,ciruela,frutos rojos,terroso,cuero,cacao,88753
minerales,terroso,ceniza,cereza,arándano rojo, ,ajedrea,regaliz,menta,5792929
frambuesa,fresa,granada,terroso,hongo,suelo del bosque,arándano,cereza negra,,1214009
cereza,frambuesa,fresa,terroso,cuero,hongo,tabaco,mezcla de especias para vino caliente,,1155623
cereza,frambuesa,fruta seca,terroso,hongo,minerales,cereza negra,mora,arándano,2640455
cereza,frutos rojos,tofi,pimienta,regaliz,tomillo,terroso,cuero,minerales,4020375
fruta negra,mora,cereza,roble,chocolate,vainilla,cuero,terroso,minerales,16483
mora,arándano,ciruela,roble,vainilla,tabaco,pimienta,regaliz,menta,19427
ciruela,mora,frutos rojos,roble,vainilla,chocolate,terroso,cuero,humo,4546871
chocolate,roble,chocolate,cuero,humo,terroso,cereza,frutos rojos,tofi,2058015
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,3620406
cereza,frambuesa,fresa,hongo,terroso,suelo del bosque,vainilla,roble,tabaco,2181919
tabaco,vainilla,,pimienta,,,humo,,,5901646
roble,caramelo,chocolate,frutos rojos,frambuesa,,anís,hinojo,regaliz,1154269
trufa negra,casis, ,caramelo,roble,café,pimienta,,,5226831
roble,chocolate,vainilla,casis,mora,cereza negra,terroso,minerales,acelga,1176493
cereza,frambuesa,fruta seca,cuero,terroso,alquitrán,roble,tabaco,vainilla,86868
frambuesa,cereza,terroso,tabaco,roble,,suelo del bosque,minerales,,5023158
cereza,cereza roja,fresa,cuero,humo,,mezcla de especias para vino caliente,,,2179896
chocolate,roble,tabaco,cereza negra,mermelada,,carne de caza,,,9091189
frambuesa negra,casis,,cereza,granada,frutos rojos,canela,eneldo,,2257797
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1614472
roble,tabaco,café,mora,ciruela,fruta negra,cuero,terroso,hongo,2750996
vainilla,roble,chocolate,mora,ciruela,casis,cereza,frambuesa,fruta seca,7147
cereza,frutos rojos,tofi,terroso,humo,,roble,,,2096595
cereza,frambuesa,fruta seca,terroso,cuero,alquitrán,roble,tabaco,cedro,1225779
tabaco,chocolate,roble,cereza,frambuesa,fruta seca,cuero,terroso,cacao,6033002
cacao,terroso,hierro,chocolate,roble,tabaco,cereza,grosella roja, ,6064806
frutos rojos,cereza roja,,chocolate,roble,,regaliz,pimienta,,10102341
frambuesa,frutos rojos,,tomillo,pimienta,regaliz,cuero,minerales,grafito,6326641
cereza,fresa,frutos rojos,terroso,cuero,alquitrán,tabaco,roble,vainilla,23365
cereza,fresa,frutos rojos,roble,tabaco,caramelo,mora,casis,arándano,2602497
cereza,fresa,frutos rojos,roble,clavo de olor,rosa seca,pimienta,menta,canela,1447213
frambuesa,cereza roja,,chocolate,café,nuez negra,mora,mermelada de bayas,,1219433
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,1585760
roble,vainilla,chocolate,mora,ciruela,frutos rojos,terroso,humo,cuero,74337
ciruela,cereza negra, ,terroso,suelo del bosque,,mezcla de especias para vino caliente,,,2307378
roble,vainilla,chocolate,fruta negra,mora,ciruela,canela,pimienta,tabaco,10105793
roble,vainilla,tabaco,mora,fruta negra,ciruela,cereza,frutos rojos,tofi,1161487
roble,vainilla,almizcle,frutos rojos,cereza,,terroso,cuero,,1582890
roble,tabaco,,piedra,,,fruta negra,,,2338518
frutos rojos,cereza,tofi,caramelo,roble,vainilla,eucalipto,pimienta,café,10016959
roble,vainilla,chocolate,arándano,fruta negra, ,frutos rojos,cereza,tofi,1783612
casis,fruta negra,mora,roble,chocolate,vainilla,cuero,terroso,humo,1246510
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,10746521
mora,casis,arándano,roble,tabaco,chocolate,cuero,carne de caza,,1860473
cereza,frambuesa,fruta seca,roble,vainilla,cedro,humo,terroso,cuero,1165787
cereza,granada,frutos rojos,cereza negra,mora,frambuesa,roble,vainilla,,9091386
tabaco,roble,chocolate,ciruela,cereza negra, ,cuero,terroso,humo,1862576
terroso,minerales,humo,arándano rojo,frutos rojos,,canela,suelo del bosque,,3523298
roble,vainilla,tabaco,mora,fruta negra,ciruela,cereza,frutos rojos,tofi,1187293
vainilla,roble,chocolate,mora,ciruela,frutos rojos,cereza,frambuesa,fruta seca,1204799
terroso,cuero,minerales,frutos rojos,arándano,,pimienta,menta,eucalipto,8012526
roble,vainilla,café,fruta negra,mora,arándano,terroso,cuero,humo,1506970
cereza,frutos rojos,tofi,pimienta,eucalipto,piedra,terroso,cuero,humo,10327467
frambuesa,fresa,cereza,menta,,,naranja,,,1319647
frutos rojos,frambuesa,,roble,vainilla,tabaco,mora,cereza negra,frambuesa,6735701
cereza,grosella roja, ,ciruela pasa,,,pimienta,,,9898066
chocolate,roble,tabaco,terroso,minerales,,fruta seca,,,2291954
roble,chocolate,vainilla,mora,cereza negra,frambuesa,cuero,terroso,carne,5870019
terroso,cuero,humo,cereza,fresa,frutos rojos,mora,arándano,casis,2263343
cereza roja,fresa,cuero,vainilla,bebida cola, ,terroso,cuero,minerales,9125206
cereza,frutos rojos,tofi,mora,ciruela,zarzamora,terroso,cuero,humo,1160488
cereza,frutos rojos,tofi,terroso,suelo del bosque,,roble,vainilla,chocolate,1183079
cereza roja,frambuesa,,pimienta,regaliz,anís,terroso,minerales,humo,7507721
polvo de vainilla,,,polvo de vainilla,,,polvo de vainilla,,,11469943
cereza,fresa,frambuesa,cuero,terroso,alquitrán,casis,fruta negra,mora,1146861
arándano rojo,frambuesa,,hongo,suelo del bosque,,arándano,,,10663920
roble,tabaco,mermelada,cereza negra,ciruela,,cacao,,,3079015
