,Aves,Carneadobada,Carnedecaza,Cerdo,Champiñones,Comidapicante,Cordero,Desconocido,Lacomidabasuravale,Maridajes,Nodisponible,Pasta,Pescadoazul,Pescadoblanco,Quesoazul,Quesocurado,Quesodelechedecabra,Quesotiernoycremoso,Ternera,Terneralechal,Vegetariana,ID
4578,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,11201424
4579,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1160214
4580,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,12411854
4581,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1221542
4582,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1297840
4583,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,21937
4584,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6431513
4585,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1209457
4586,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,12006270
4587,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,6334525
4588,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2028515
4589,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1176470
4590,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4895870
4591,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2003535
4592,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1635707
4593,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1126519
4594,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7026509
4595,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1208447
4596,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1806959
4597,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1221392
4598,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7035122
4599,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1146087
4600,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1451342
4601,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1150700
4602,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,4307045
4603,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,61174
4604,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2375682
4605,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2338003
4606,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2440710
4607,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2474207
4608,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1167374
4609,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,7231316
4610,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4760061
4611,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1313668
4612,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6815362
4613,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,10009906
4614,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7214394
4615,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1247757
4616,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1144546
4617,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,5955585
4618,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1486336
4619,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,5019222
4620,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1182445
4621,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2428995
4622,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2396807
4623,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1166000
4624,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2477058
4625,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2347854
4626,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1595344
4627,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1618803
4628,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4259470
4629,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,98987
4630,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3050173
4631,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1254742
4632,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5530530
4633,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6051398
4634,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2387715
4635,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1660419
4636,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1187513
4637,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1612868
4638,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1265277
4639,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1614412
4640,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1220063
4641,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2116397
4642,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,9432667
4643,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1674970
4644,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,12798216
4645,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1477999
4646,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2588868
4647,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,4746192
4648,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1536033
4649,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,6656126
4650,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,7667491
4651,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,6837341
4652,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1170675
4653,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5020284
4654,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7007771
4655,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,9003946
4656,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1568296
4657,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3910047
4658,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1119731
4659,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2622835
4660,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,9225130
4661,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,4790
4662,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1190250
4663,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,8550226
4664,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,100015
4665,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,91994
4666,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,8127702
4667,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8699862
4668,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1184829
4669,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,6193830
4670,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,6361652
4671,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1158911
4672,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1788948
4673,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1202869
4674,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1171420
4675,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1538409
4676,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1444791
4677,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3636664
4678,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,6330360
4679,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5339225
4680,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2239688
4681,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,8841202
4682,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2497017
4683,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2300616
4684,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,23057
4685,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1165609
4686,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3591935
4687,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,6974925
4688,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15392
4689,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1315954
4690,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,8924042
4691,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3199046
4692,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1268655
4693,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1979230
4694,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2711124
4695,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4464656
4696,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,11766010
4697,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1803466
4698,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,9847019
4699,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,28824
4700,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1182725
4701,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1637874
4702,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1179596
4703,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1823331
4704,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,9701734
4705,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,9124524
4706,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,7783550
4707,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1162370
4708,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1142425
4709,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8927008
4710,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,7978696
4711,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,7632047
4712,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2531393
4713,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1607584
4714,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,10763377
4715,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4585308
4716,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1501023
4717,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1463278
4718,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2012888
4719,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5872865
4720,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1998161
4721,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,6429791
4722,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,12121
4723,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1767584
4724,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,11195
4725,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1271861
4726,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6085632
4727,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3575025
4728,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1099905
4729,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1241566
4730,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1890658
4731,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1314897
4732,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1188051
4733,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1500139
4734,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1974774
4735,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6621818
4736,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,91322
4737,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1208727
4738,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1529306
4739,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1216642
4740,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,96620
4741,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1126967
4742,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3532709
4743,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3510963
4744,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1698099
4745,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1181213
4746,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5515714
4747,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1199463
4748,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1170786
4749,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,4377160
4750,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,81714
4751,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1532849
4752,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1255068
4753,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2612210
4754,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4319725
4755,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,6414414
4756,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4123
4757,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2035578
4758,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2097704
4759,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2603651
4760,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1956978
4761,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1250059
4762,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1435232
4763,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2141823
4764,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2806088
4765,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4295552
4766,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1249343
4767,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1515775
4768,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1134264
4769,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2017603
4770,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,8639269
4771,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1134481
4772,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,5043475
4773,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1843721
4774,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,6343997
4775,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3179339
4776,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,21947
4777,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2657258
4778,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,12146148
4779,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2242236
4780,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2247490
4781,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2618751
4782,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1148925
4783,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5362295
4784,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1800335
4785,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1705912
4786,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3084888
4787,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4891449
4788,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1222461
4789,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,20575
4790,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1181535
4791,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1856525
4792,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,7218130
4793,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1229985
4794,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,6314475
4795,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,8184
4796,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1108070
4797,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1466888
4798,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2057102
4799,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,5456208
4800,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3665778
4801,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1222430
4802,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1171428
4803,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2028523
4804,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,6679147
4805,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1294249
4806,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2615603
4807,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1196380
4808,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,3099468
4809,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1155622
4810,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,10725376
4811,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,15261
4812,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1149089
4813,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5639487
4814,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4987004
4815,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1183091
4816,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,6744781
4817,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1223087
4818,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1203250
4819,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1510627
4820,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1827072
4821,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,7289890
4822,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1394484
4823,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9059413
4824,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4295688
4825,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2016878
4826,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1442058
4827,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1234908
4828,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5612765
4829,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1435213
4830,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1149881
4831,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1210849
4832,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1179355
4833,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2727959
4834,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1212568
4835,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3135071
4836,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,8000038
4837,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1608909
4838,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,4048651
4839,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,10637475
4840,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,100367
4841,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8883983
4842,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1725469
4843,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1629185
4844,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3950173
4845,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1194485
4846,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1198478
4847,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,93852
4848,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,75784
4849,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4784429
4850,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6270888
4851,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1274393
4852,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8752123
4853,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1540976
4854,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1159399
4855,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1151894
4856,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1435741
4857,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,5882404
4858,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1198488
4859,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1307160
4860,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,6166630
