,Aves,Carneadobada,Carnedecaza,Cerdo,Champiñones,Comidapicante,Cordero,Desconocido,Lacomidabasuravale,Maridajes,Nodisponible,Pasta,Pescadoazul,Pescadoblanco,Quesoazul,Quesocurado,Quesodelechedecabra,Quesotiernoycremoso,Ternera,Terneralechal,Vegetariana,ID
10261,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,99966
10262,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1243105
10263,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,83728
10264,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,7570839
10265,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,9993314
10266,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7400962
10267,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1881625
10268,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3887160
10269,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7265282
10270,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,96853
10271,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1163437
10272,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3787176
10273,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,9153067
10274,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4763676
10275,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,23244
10276,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5253819
10277,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1677969
10278,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1184099
10279,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,10053521
10280,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,11083766
10281,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1483090
10282,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2681591
10283,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2397822
10284,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11825
10285,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1218321
10286,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1619366
10287,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1212299
10288,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1294142
10289,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2555924
10290,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7086868
10291,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1915152
10292,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1730169
10293,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1214807
10294,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,8887594
10295,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1127494
10296,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,7272699
10297,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,6664393
10298,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2357885
10299,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1372507
10300,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1570737
10301,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9539438
10302,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1839877
10303,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1099919
10304,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1190087
10305,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,77720
10306,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,92710
10307,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,79093
10308,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4090296
10309,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3046516
10310,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1147988
10311,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5593666
10312,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,79733
10313,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1204007
10314,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,74354
10315,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,7276
10316,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4883493
10317,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3874936
10318,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,2161534
10319,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5957393
10320,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1498448
10321,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,6966811
10322,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1274966
10323,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,7242052
10324,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,77884
10325,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3836537
10326,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1296866
10327,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,20457
10328,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1927965
10329,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2049180
10330,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3118465
10331,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5580653
10332,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1103725
10333,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1153488
10334,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1158051
10335,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1369769
10336,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1184195
10337,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5284685
10338,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,79575
10339,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,3112056
10340,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,11451852
10341,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,99089
10342,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,10293262
10343,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1254
10344,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,8872263
10345,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1173085
10346,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2247886
10347,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,5123556
10348,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4816669
10349,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4561262
10350,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1244668
10351,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,10277945
10352,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4837001
10353,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,10590289
10354,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36134
10355,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,9573227
10356,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2816727
10357,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,9269450
10358,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1175825
10359,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1206117
10360,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,10889368
10361,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1523971
10362,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,76677
10363,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1938625
10364,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,5890794
10365,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1193131
10366,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2118457
10367,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1213753
10368,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2041382
10369,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1308070
10370,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2299822
10371,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1180302
10372,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2201655
10373,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1260718
10374,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2143009
10375,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1605679
10376,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1712549
10377,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,19435
10378,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,9399
10379,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1135925
10380,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1220718
10381,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2367450
10382,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1222462
10383,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,4195469
10384,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,8483187
10385,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1543539
10386,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1228496
10387,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,20842
10388,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1205687
10389,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1178946
10390,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4851842
10391,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2561170
10392,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1465362
10393,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1218255
10394,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1298703
10395,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1499147
10396,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1138335
10397,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2762373
10398,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1862546
10399,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1263657
10400,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4677774
10401,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1618724
10402,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4608736
10403,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,9365576
10404,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,94292
10405,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,5985956
10406,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1380976
10407,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1274353
10408,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1757223
10409,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4261393
10410,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2739699
10411,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1686667
10412,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,76861
10413,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8955981
10414,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4442440
10415,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1173734
10416,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1731024
10417,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,16922
10418,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3976918
10419,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2657772
10420,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2058356
10421,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6260604
10422,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,6527947
10423,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5523913
10424,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1124510
10425,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1129480
10426,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,5306686
10427,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2374058
10428,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1481197
10429,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2447974
10430,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1117356
10431,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4051480
10432,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2070202
10433,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1904674
10434,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,5131692
10435,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3433575
10436,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,15714
10437,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1674989
10438,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,23482
10439,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1492013
10440,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2487664
10441,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1556204
10442,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,76851
10443,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,75298
10444,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1175434
10445,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3918904
10446,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1137102
10447,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1253825
10448,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2684098
10449,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1599836
10450,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,6398201
10451,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,98402
10452,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,7151382
10453,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,75977
10454,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1119823
10455,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,5430201
10456,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2056820
10457,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1546327
10458,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,736462
10459,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1582859
10460,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,5757354
10461,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2001701
10462,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2536767
10463,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,3662137
10464,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,10818330
10465,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,98625
10466,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2404811
10467,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1985862
10468,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3785332
10469,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1714603
10470,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1865849
10471,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1232825
10472,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4676514
10473,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1099221
10474,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1579353
10475,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1203987
10476,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1932260
10477,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,8924658
10478,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1151002
10479,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1100593
10480,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1210090
10481,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1131396
10482,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1380757
10483,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1837993
10484,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,94970
10485,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,16761
10486,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1206382
10487,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1450217
10488,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,82469
10489,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,22332
10490,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,22755
10491,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1629462
10492,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2219832
10493,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,779686
10494,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1150758
10495,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2275652
10496,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1724816
10497,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1125591
10498,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,92224
10499,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1230476
10500,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,100559
10501,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1137100
10502,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5426305
10503,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,99273
10504,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14589
10505,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1527465
10506,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2947
10507,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,80045
10508,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,98782
10509,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5105486
10510,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1220394
10511,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,4102865
10512,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,39354
10513,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,80046
10514,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1262652
10515,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1132597
10516,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1891407
10517,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1490710
10518,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1204679
10519,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,75818
10520,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1194634
10521,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1241021
10522,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4099227
10523,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1195467
10524,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1178588
10525,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,19279
10526,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,77472
10527,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1665414
10528,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,4740245
10529,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,83197
10530,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1283671
10531,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,15238
10532,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2178596
10533,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1405161
10534,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,2062941
10535,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,92985
10536,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,88837
10537,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1387023
10538,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4946127
10539,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1828987
10540,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1203843
10541,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2111277
10542,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1101093
10543,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2437499
